shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_days,actual_delivery_days,delivery_status,shipment_cost_usd,weight_kg,distance_km
SHP001927,ORD001927,WH07,FedEx,2024-09-08,13.0,19.0,Late,237.53,38.8,1969
SHP001928,ORD001928,WH07,FedEx,2023-06-18,,13.0,Late,230.05,96.25,210
SHP001929,ORD001929,WH05,FedEx,2023-08-05,12.0,12.0,On Time,164.63,11.16,478
SHP001930,ORD001930,WH05,DHL,2024-01-13,13.0,13.0,On Time,218.4,46.25,4539
SHP001931,ORD001931,WH04,DHL,2023-04-29,10.0,10.0,On Time,274.68,115.77,1152
SHP001932,ORD001932,WH04,USPS,2023-07-09,3.0,10.0,Late,125.31,131.16,3633
SHP001933,ORD001933,WH05,Amazon Logistics,2024-01-05,,13.0,Late,218.12,42.1,2287
SHP001934,ORD001934,WH10,DHL,2023-05-29,5.0,5.0,On Time,227.62,178.28,1471
SHP001935,ORD001935,WH09,UPS,2024-11-06,4.0,4.0,On Time,159.73,148.31,215
SHP001936,ORD001936,WH06,FedEx,2024-10-13,6.0,4.0,Early,247.0,128.08,3072
SHP001937,ORD001937,WH08,XPO Freight,2024-05-02,,7.0,On Time,77.72,31.8,4342
SHP001938,ORD001938,WH09,Amazon Logistics,2024-01-09,14.0,13.0,Early,332.09,87.11,4128
SHP001939,ORD001939,WH04,USPS,2024-11-23,13.0,13.0,On Time,369.43,163.84,265
SHP001940,ORD001940,WH07,FedEx,2023-06-09,10.0,10.0,On Time,197.46,130.98,1822
SHP001941,ORD001941,WH05,FedEx,2023-12-17,3.0,3.0,On Time,62.86,1.1,1535
SHP001942,ORD001942,WH04,UPS,2023-10-15,6.0,8.0,Late,328.44,48.54,789
SHP001943,ORD001943,WH07,XPO Freight,2023-10-15,7.0,10.0,Late,175.78,147.39,1198
SHP001944,ORD001944,WH03,Amazon Logistics,2023-08-14,12.0,15.0,Late,243.22,78.74,2360
SHP001945,ORD001945,WH01,UPS,2024-06-06,6.0,8.0,Late,101.27,89.54,849
SHP001946,ORD001946,WH07,USPS,2024-06-05,10.0,10.0,On Time,58.23,86.29,655
SHP001947,ORD001947,WH09,XPO Freight,2023-09-30,,8.0,Late,99.99,146.75,2588
SHP001948,ORD001948,WH02,USPS,2024-02-06,11.0,11.0,On Time,110.2,74.79,521
SHP001949,ORD001949,WH07,XPO Freight,2023-07-02,4.0,1.0,Early,303.39,145.96,253
SHP001950,ORD001950,WH10,FedEx,2024-10-26,4.0,4.0,On Time,271.75,182.18,1514
SHP001951,ORD001951,WH02,USPS,2024-05-02,,7.0,On Time,157.26,28.34,117
SHP001952,ORD001952,WH03,Amazon Logistics,2023-05-04,14.0,14.0,On Time,176.46,195.58,1888
SHP001953,ORD001953,WH10,FedEx,2024-09-17,,7.0,On Time,83.17,67.83,2245
SHP001954,ORD001954,WH10,Amazon Logistics,2024-02-18,10.0,9.0,Early,199.35,189.28,4270
SHP001955,ORD001955,WH03,DHL,2024-12-25,5.0,5.0,On Time,302.01,96.52,1704
SHP001956,ORD001956,WH04,UPS,2023-06-21,,4.0,Early,306.36,125.97,3235
SHP001957,ORD001957,WH06,XPO Freight,2023-10-15,13.0,13.0,On Time,367.87,157.99,1187
SHP001958,ORD001958,WH03,Amazon Logistics,2024-03-10,12.0,11.0,Early,80.1,41.4,4558
SHP001959,ORD001959,WH09,FedEx,2024-11-16,10.0,7.0,Early,82.11,70.42,1846
SHP001960,ORD001960,WH02,Amazon Logistics,2023-04-23,9.0,9.0,On Time,75.09,64.65,2709
SHP001961,ORD001961,WH07,XPO Freight,2023-05-02,12.0,12.0,On Time,156.52,166.79,748
SHP001962,ORD001962,WH06,USPS,2024-06-27,6.0,12.0,Late,129.12,6.21,1851
SHP001963,ORD001963,WH02,USPS,2023-08-10,,7.0,On Time,75.61,58.44,1750
SHP001964,ORD001964,WH03,FedEx,2024-09-22,13.0,13.0,On Time,208.39,84.8,4762
SHP001965,ORD001965,WH06,Amazon Logistics,2023-02-08,10.0,10.0,On Time,107.38,3.89,3997
SHP001966,ORD001966,WH10,DHL,2024-05-11,8.0,,On Time,99.14,68.74,1682
SHP001967,ORD001967,WH04,USPS,2023-08-21,8.0,8.0,On Time,226.42,76.6,2316
SHP001968,ORD001968,WH01,UPS,2024-06-13,,7.0,On Time,116.57,26.87,3441
SHP001969,ORD001969,WH01,XPO Freight,2023-05-29,7.0,,On Time,40.83,182.03,3530
SHP001970,ORD001970,WH03,Amazon Logistics,2024-02-01,12.0,12.0,On Time,304.6,170.77,812
SHP001971,ORD001971,WH08,XPO Freight,2024-10-22,4.0,4.0,On Time,117.17,108.64,4581
SHP001972,ORD001972,WH04,Amazon Logistics,2024-09-29,14.0,20.0,Late,375.52,196.88,1000
SHP001973,ORD001973,WH01,Amazon Logistics,2023-10-29,7.0,7.0,On Time,13174.985172030694,167.48,3818
SHP001974,ORD001974,WH08,Amazon Logistics,2023-12-26,7.0,7.0,On Time,296.56,11.36,2982
SHP001975,ORD001975,WH10,UPS,2023-08-26,9.0,9.0,On Time,86.68,29.89,128
SHP001976,ORD001976,WH06,Amazon Logistics,2024-10-08,6.0,6.0,On Time,248.89,43.14,3071
SHP001977,ORD001977,WH01,FedEx,2024-10-24,13.0,13.0,On Time,64.33,31.06,639
SHP001978,ORD001978,WH10,FedEx,2023-08-24,8.0,8.0,On Time,201.64,121.68,250
SHP001979,ORD001979,WH10,Amazon Logistics,2023-07-22,11.0,11.0,Cancelled,181.92,140.48,4074
SHP001980,ORD001980,WH06,USPS,2023-09-13,,7.0,On Time,87.83,180.32,4904
SHP001981,ORD001981,WH01,USPS,2024-08-20,13.0,13.0,On Time,312.01,161.86,3163
SHP001982,ORD001982,WH10,Amazon Logistics,2024-10-23,8.0,8.0,On Time,304.7,32.02,3087
SHP001983,ORD001983,WH10,Amazon Logistics,2023-08-23,14.0,14.0,On Time,129.26,7.19,4910
SHP001984,ORD001984,WH03,Amazon Logistics,2023-12-11,11.0,11.0,On Time,144.13,89.56,185
SHP001985,ORD001985,WH02,Amazon Logistics,2024-06-17,12.0,12.0,On Time,96.79,194.76,2582
SHP001986,ORD001986,WH04,DHL,2024-04-10,,7.0,On Time,241.3,91.81,4399
SHP001987,ORD001987,WH02,FedEx,2024-06-24,3.0,3.0,On Time,48.18,96.88,353
SHP001988,ORD001988,WH05,USPS,2023-08-01,10.0,10.0,On Time,96.72,134.87,997
SHP001989,ORD001989,WH04,FedEx,2024-04-07,3.0,1.0,Early,69.71,5.61,2441
SHP001990,ORD001990,WH06,Amazon Logistics,2024-03-11,6.0,6.0,On Time,184.77,158.01,3529
SHP001991,ORD001991,WH07,XPO Freight,2023-10-10,,7.0,On Time,133.08,161.61,1324
SHP001992,ORD001992,WH02,USPS,2024-07-15,6.0,,On Time,326.66,70.27,4184
SHP001993,ORD001993,WH02,FedEx,2024-08-29,,7.0,On Time,149.22,76.67,3185
SHP001994,ORD001994,WH08,FedEx,2024-04-07,,8.0,Late,177.7,31.82,3254
SHP001995,ORD001995,WH09,UPS,2024-02-11,,7.0,On Time,75.66,10.98,2334
SHP001996,ORD001996,WH05,XPO Freight,2023-03-29,12.0,12.0,On Time,254.31,191.23,4762
SHP001997,ORD001997,WH07,USPS,2023-02-13,3.0,3.0,On Time,247.33,27.21,3786
SHP001998,ORD001998,WH09,DHL,2024-04-05,12.0,12.0,On Time,178.97,188.04,401
SHP001999,ORD001999,WH01,XPO Freight,2023-10-05,3.0,3.0,On Time,239.52,126.56,1758
SHP002000,ORD002000,WH08,UPS,2024-11-13,11.0,11.0,On Time,131.27,197.41,4167
SHP002001,ORD002001,WH10,FedEx,2024-02-25,6.0,4.0,Early,262.57,90.6,3254
SHP002002,ORD002002,WH10,USPS,2024-12-01,14.0,14.0,On Time,267.41,163.06,2572
SHP002003,ORD002003,WH09,USPS,2023-12-19,5.0,5.0,On Time,148.37,51.24,2669
SHP002004,ORD002004,WH09,FedEx,2024-11-26,11.0,10.0,Early,292.08,14.13,1523
SHP002005,ORD002005,WH10,DHL,2024-05-29,7.0,,On Time,240.83,138.07,4760
SHP002006,ORD002006,WH07,DHL,2024-12-03,,7.0,Cancelled,202.24,178.71,1451
SHP002007,ORD002007,WH10,FedEx,2024-09-21,8.0,8.0,On Time,91.94,13.37,2465
SHP002008,ORD002008,WH03,Amazon Logistics,2023-01-19,3.0,3.0,On Time,279.7,103.95,3520
SHP002009,ORD002009,WH05,XPO Freight,2023-01-23,,7.0,On Time,157.95,134.11,3206
SHP002010,ORD002010,WH02,FedEx,2024-02-17,9.0,9.0,On Time,13517.964304595072,141.23,2355
SHP002011,ORD002011,WH10,Amazon Logistics,2023-01-30,12.0,12.0,On Time,144.75,10.25,4522
SHP002012,ORD002012,WH03,XPO Freight,2023-04-18,10.0,10.0,On Time,306.15,173.2,2137
SHP002013,ORD002013,WH10,DHL,2024-01-02,13.0,13.0,On Time,257.58,65.06,4644
SHP002014,ORD002014,WH07,XPO Freight,2023-10-08,10.0,15.0,Late,232.08,59.38,3418
SHP002015,ORD002015,WH01,UPS,2023-05-08,,7.0,On Time,335.82,13.61,899
SHP002016,ORD002016,WH03,DHL,2023-08-17,,7.0,On Time,139.77,118.06,2911
SHP002017,ORD002017,WH05,UPS,2023-04-21,11.0,10.0,Early,60.35,82.41,2695
SHP002018,ORD002018,WH04,USPS,2023-05-16,,7.0,On Time,107.08,189.64,2270
SHP002019,ORD002019,WH03,USPS,2023-12-28,4.0,2.0,Early,233.56,23.3,3912
SHP002020,ORD002020,WH06,USPS,2023-07-05,,6.0,Early,91.88,53.25,2800
SHP002021,ORD002021,WH06,Amazon Logistics,2024-10-17,14.0,14.0,On Time,93.85,51.77,413
SHP002022,ORD002022,WH04,XPO Freight,2024-08-06,7.0,7.0,On Time,169.67,188.71,2712
SHP002023,ORD002023,WH09,XPO Freight,2023-05-09,6.0,6.0,On Time,183.45,30.75,1693
SHP002024,ORD002024,WH06,DHL,2023-09-18,6.0,6.0,On Time,166.6,197.68,891
SHP002025,ORD002025,WH09,Amazon Logistics,2024-05-29,10.0,7.0,Early,99.69,181.5,3617
SHP002026,ORD002026,WH10,FedEx,2024-03-24,10.0,15.0,Late,105.76,170.93,1273
SHP002027,ORD002027,WH10,UPS,2023-04-14,13.0,11.0,Early,296.9,119.18,455
SHP002028,ORD002028,WH02,Amazon Logistics,2024-04-27,9.0,9.0,On Time,229.63,196.33,1736
SHP002029,ORD002029,WH06,FedEx,2023-08-12,3.0,7.0,Late,129.77,58.54,4395
SHP002030,ORD002030,WH04,USPS,2024-05-05,12.0,10.0,Early,103.4,68.55,3292
SHP002031,ORD002031,WH02,FedEx,2024-04-17,6.0,6.0,On Time,312.72,142.66,2115
SHP002032,ORD002032,WH05,XPO Freight,2023-01-10,3.0,3.0,On Time,61.12,135.97,2752
SHP002033,ORD002033,WH03,DHL,2024-02-09,13.0,13.0,On Time,265.41,167.21,4020
SHP002034,ORD002034,WH06,FedEx,2023-10-29,7.0,7.0,On Time,241.35,149.26,3128
SHP002035,ORD002035,WH08,Amazon Logistics,2023-08-19,5.0,5.0,On Time,282.56,134.01,2714
SHP002036,ORD002036,WH04,USPS,2023-03-07,5.0,5.0,On Time,55.64,161.23,4131
SHP002037,ORD002037,WH04,XPO Freight,2023-04-22,6.0,14.0,Late,202.36,197.34,2990
SHP002038,ORD002038,WH05,XPO Freight,2023-01-13,4.0,3.0,Early,296.59,122.48,1584
SHP002039,ORD002039,WH06,Amazon Logistics,2024-01-28,9.0,9.0,On Time,205.38,104.17,4552
SHP002040,ORD002040,WH07,UPS,2024-05-14,14.0,14.0,On Time,222.02,30.73,984
SHP002041,ORD002041,WH06,FedEx,2024-08-20,6.0,6.0,On Time,135.81,79.48,4877
SHP002042,ORD002042,WH07,UPS,2023-08-22,7.0,,On Time,112.15,110.72,1024
SHP002043,ORD002043,WH09,DHL,2024-08-24,,7.0,On Time,91.22,9.92,3040
SHP002044,ORD002044,WH04,FedEx,2023-11-10,4.0,4.0,On Time,266.38,193.26,1979
SHP002045,ORD002045,WH10,Amazon Logistics,2024-07-19,8.0,8.0,On Time,148.61,17.3,867
SHP002046,ORD002046,WH01,Amazon Logistics,2023-01-12,11.0,11.0,On Time,99.74,199.51,3770
SHP002047,ORD002047,WH09,UPS,2023-07-28,,7.0,On Time,132.07,49.6,1298
SHP002048,ORD002048,WH07,FedEx,2023-01-14,,7.0,On Time,285.76,144.68,3337
SHP002049,ORD002049,WH04,XPO Freight,2024-09-24,4.0,4.0,On Time,164.36,96.76,3161
SHP002050,ORD002050,WH10,XPO Freight,2024-02-22,6.0,8.0,Late,43.74,11.52,2248
SHP002051,ORD002051,WH08,FedEx,2024-03-12,10.0,10.0,On Time,196.64,44.42,1159
SHP002052,ORD002052,WH07,FedEx,2024-01-12,13.0,13.0,On Time,169.2,192.65,4554
SHP002053,ORD002053,WH02,DHL,2023-01-20,,7.0,On Time,169.99,104.73,1136
SHP002054,ORD002054,WH01,XPO Freight,2024-08-09,10.0,9.0,Early,305.89,164.51,4278
SHP002055,ORD002055,WH09,Amazon Logistics,2023-03-11,5.0,2.0,Early,78.14,180.83,1908
SHP002056,ORD002056,WH07,UPS,2023-07-30,10.0,14.0,Late,164.6,4.67,414
SHP002057,ORD002057,WH10,USPS,2023-04-11,8.0,8.0,On Time,316.77,144.5,4935
SHP002058,ORD002058,WH01,FedEx,2024-11-28,,6.0,Early,266.3,84.51,236
SHP002059,ORD002059,WH04,FedEx,2023-05-12,4.0,4.0,Cancelled,119.89,22.05,106
SHP002060,ORD002060,WH05,XPO Freight,2024-09-14,3.0,3.0,On Time,61.22,91.34,1384
SHP002061,ORD002061,WH05,Amazon Logistics,2024-01-16,8.0,8.0,On Time,308.98,189.01,2833
SHP002062,ORD002062,WH05,UPS,2023-05-12,14.0,14.0,On Time,139.51,94.84,4675
SHP002063,ORD002063,WH03,USPS,2023-01-20,5.0,2.0,Early,132.93,46.97,1484
SHP002064,ORD002064,WH05,UPS,2024-06-19,6.0,6.0,On Time,144.94,95.96,281
SHP002065,ORD002065,WH04,Amazon Logistics,2023-08-15,11.0,11.0,On Time,122.87,92.44,91
SHP002066,ORD002066,WH05,FedEx,2023-06-03,5.0,6.0,Late,71.9,59.97,2798
SHP002067,ORD002067,WH07,Amazon Logistics,2024-04-13,4.0,4.0,On Time,125.66,101.23,521
SHP002068,ORD002068,WH05,USPS,2024-02-09,4.0,4.0,On Time,142.68,110.32,2237
SHP002069,ORD002069,WH08,DHL,2023-07-21,4.0,4.0,Cancelled,316.21,52.78,3484
SHP002070,ORD002070,WH08,UPS,2023-02-07,8.0,5.0,Early,181.19,198.52,3932
SHP002071,ORD002071,WH03,UPS,2023-07-07,4.0,4.0,On Time,297.19,73.99,4869
SHP002072,ORD002072,WH05,FedEx,2023-02-26,13.0,13.0,On Time,79.87,142.58,4017
SHP002073,ORD002073,WH04,UPS,2023-01-20,9.0,16.0,Late,130.69,184.65,2478
SHP002074,ORD002074,WH05,Amazon Logistics,2023-09-30,,13.0,Late,141.9,32.52,4878
SHP002075,ORD002075,WH08,Amazon Logistics,2023-04-29,9.0,7.0,Early,164.28,31.48,4593
SHP002076,ORD002076,WH04,DHL,2024-08-05,4.0,4.0,On Time,296.4,79.74,824
SHP002077,ORD002077,WH05,DHL,2024-05-30,9.0,9.0,On Time,152.31,164.19,1620
SHP002078,ORD002078,WH07,FedEx,2023-08-09,12.0,12.0,On Time,267.75,127.94,3690
SHP002079,ORD002079,WH03,Amazon Logistics,2024-06-09,10.0,10.0,On Time,345.98,90.8,829
SHP002080,ORD002080,WH06,XPO Freight,2024-05-29,10.0,9.0,Early,224.29,87.41,2257
SHP002081,ORD002081,WH09,USPS,2024-12-28,4.0,4.0,On Time,194.76,118.31,3917
SHP002082,ORD002082,WH04,Amazon Logistics,2023-12-02,7.0,7.0,On Time,210.2,52.36,4112
SHP002083,ORD002083,WH04,XPO Freight,2024-11-28,8.0,8.0,On Time,127.83,165.58,2672
SHP002084,ORD002084,WH06,XPO Freight,2023-02-24,11.0,11.0,On Time,156.26,63.74,3811
SHP002085,ORD002085,WH06,XPO Freight,2024-05-14,8.0,8.0,On Time,317.22,117.86,4560
SHP002086,ORD002086,WH03,USPS,2024-06-19,12.0,12.0,On Time,167.14,8.87,2698
SHP002087,ORD002087,WH01,DHL,2023-06-11,8.0,8.0,On Time,190.36,75.8,2845
SHP002088,ORD002088,WH03,XPO Freight,2024-10-31,12.0,12.0,On Time,90.11,137.13,279
SHP002089,ORD002089,WH08,DHL,2024-08-16,12.0,12.0,On Time,194.28,21.01,3041
SHP002090,ORD002090,WH08,Amazon Logistics,2023-06-08,8.0,8.0,On Time,64.61,154.55,2000
SHP002091,ORD002091,WH06,UPS,2023-07-07,,7.0,On Time,137.75,50.18,2257
SHP002092,ORD002092,WH07,UPS,2023-03-01,12.0,21.0,Late,391.01,180.12,814
SHP002093,ORD002093,WH02,DHL,2023-11-15,9.0,9.0,On Time,342.85,78.65,3898
SHP002094,ORD002094,WH09,FedEx,2023-07-30,,7.0,On Time,240.08,154.33,1518
SHP002095,ORD002095,WH03,Amazon Logistics,2024-02-10,3.0,3.0,On Time,234.35,119.71,506
SHP002096,ORD002096,WH02,DHL,2024-10-25,6.0,6.0,On Time,122.91,83.94,4580
SHP002097,ORD002097,WH05,USPS,2023-04-19,14.0,14.0,On Time,154.81,85.55,1487
SHP002098,ORD002098,WH01,XPO Freight,2023-03-17,4.0,9.0,Late,239.55,7.43,3616
SHP002099,ORD002099,WH05,XPO Freight,2024-06-25,5.0,5.0,On Time,283.34,139.52,4931
SHP002100,ORD002100,WH10,XPO Freight,2023-11-10,14.0,14.0,On Time,347.52,167.46,4909
SHP002101,ORD002101,WH04,DHL,2023-04-27,9.0,8.0,Early,207.74,43.02,2588
SHP002102,ORD002102,WH06,FedEx,2024-12-04,9.0,9.0,On Time,363.11,164.01,2391
SHP002103,ORD002103,WH05,Amazon Logistics,2023-01-19,14.0,13.0,Early,126.34,149.44,4800
SHP002104,ORD002104,WH09,XPO Freight,2024-03-07,5.0,,On Time,254.78,176.36,2781
SHP002105,ORD002105,WH05,FedEx,2024-11-15,,7.0,On Time,130.59,182.24,944
SHP002106,ORD002106,WH08,UPS,2023-12-16,,5.0,Early,328.44,51.14,4424
SHP002107,ORD002107,WH02,UPS,2023-07-02,11.0,11.0,On Time,118.2,29.32,4311
SHP002108,ORD002108,WH03,FedEx,2023-04-23,12.0,12.0,On Time,147.5,176.38,1932
SHP002109,ORD002109,WH03,FedEx,2023-07-02,5.0,4.0,Early,177.13,158.48,4965
SHP002110,ORD002110,WH03,FedEx,2024-04-25,11.0,9.0,Early,170.02,5.78,3968
SHP002111,ORD002111,WH06,UPS,2023-05-26,6.0,6.0,On Time,121.98,147.51,792
SHP002112,ORD002112,WH07,USPS,2024-09-19,12.0,12.0,On Time,219.69,67.65,2723
SHP002113,ORD002113,WH07,DHL,2023-04-23,8.0,8.0,On Time,269.89,86.02,1821
SHP002114,ORD002114,WH07,DHL,2024-04-20,9.0,9.0,On Time,285.72,120.98,2437
SHP002115,ORD002115,WH03,USPS,2023-10-30,,8.0,Late,158.15,191.09,4695
SHP002116,ORD002116,WH01,DHL,2023-04-28,8.0,8.0,On Time,134.69,21.63,1970
SHP002117,ORD002117,WH06,Amazon Logistics,2023-06-10,3.0,2.0,Early,56.71,2.96,1822
SHP002118,ORD002118,WH03,USPS,2024-02-05,8.0,5.0,Early,281.01,131.09,2828
SHP002119,ORD002119,WH03,UPS,2023-07-17,13.0,13.0,On Time,295.25,1.29,3703
SHP002120,ORD002120,WH03,UPS,2023-09-17,8.0,8.0,On Time,95.17,198.74,2588
SHP002121,ORD002121,WH09,UPS,2024-10-21,7.0,7.0,On Time,279.45,14.38,3763
SHP002122,ORD002122,WH04,FedEx,2023-02-16,5.0,5.0,On Time,283.08,94.95,916
SHP002123,ORD002123,WH05,UPS,2024-02-03,12.0,12.0,On Time,314.9,95.92,568
SHP002124,ORD002124,WH03,DHL,2024-12-10,5.0,5.0,On Time,148.67,52.13,580
SHP002125,ORD002125,WH10,DHL,2024-07-12,13.0,13.0,On Time,180.29,12.57,2975
SHP002126,ORD002126,WH01,Amazon Logistics,2023-03-19,12.0,10.0,Early,161.04,149.89,1696
SHP002127,ORD002127,WH04,FedEx,2023-05-04,9.0,13.0,Late,210.26,175.31,444
SHP002128,ORD002128,WH01,UPS,2023-03-16,10.0,10.0,On Time,329.53,63.73,3009
SHP002129,ORD002129,WH07,XPO Freight,2023-05-17,5.0,,On Time,223.02,168.41,2617
SHP002130,ORD002130,WH07,Amazon Logistics,2024-08-24,5.0,2.0,Early,159.93,182.3,3406
SHP002131,ORD002131,WH04,XPO Freight,2024-02-04,9.0,9.0,On Time,322.75,195.76,3464
SHP002132,ORD002132,WH05,XPO Freight,2024-05-19,12.0,12.0,On Time,51.63,140.02,3456
SHP002133,ORD002133,WH10,UPS,2024-05-14,14.0,11.0,Early,144.27,86.76,2073
SHP002134,ORD002134,WH07,UPS,2024-07-26,9.0,9.0,On Time,170.97,169.22,2155
SHP002135,ORD002135,WH06,USPS,2023-05-18,13.0,13.0,On Time,219.48,91.46,3763
SHP002136,ORD002136,WH04,FedEx,2023-02-19,11.0,19.0,Late,338.26,156.54,2577
SHP002137,ORD002137,WH04,UPS,2024-09-10,8.0,11.0,Late,239.24,182.52,671
SHP002138,ORD002138,WH02,UPS,2024-09-16,9.0,17.0,Late,253.49,128.54,3196
SHP002139,ORD002139,WH10,USPS,2023-09-11,13.0,13.0,On Time,316.87,144.28,745
SHP002140,ORD002140,WH02,USPS,2024-09-21,12.0,12.0,On Time,350.76,150.15,1990
SHP002141,ORD002141,WH04,FedEx,2024-12-10,3.0,2.0,Early,196.67,163.56,4631
SHP002142,ORD002142,WH05,USPS,2024-07-16,9.0,9.0,On Time,149.84,68.92,4653
SHP002143,ORD002143,WH04,Amazon Logistics,2024-03-01,4.0,4.0,On Time,234.37,181.19,4019
SHP002144,ORD002144,WH03,Amazon Logistics,2024-06-30,9.0,9.0,On Time,179.63,178.65,2759
SHP002145,ORD002145,WH02,XPO Freight,2023-10-29,5.0,10.0,Late,237.25,152.37,2920
SHP002146,ORD002146,WH04,XPO Freight,2024-08-03,11.0,11.0,On Time,332.97,2.58,1255
SHP002147,ORD002147,WH05,USPS,2023-12-15,7.0,16.0,Late,177.91,121.25,4187
SHP002148,ORD002148,WH01,DHL,2023-02-18,9.0,9.0,On Time,128.98,169.81,283
SHP002149,ORD002149,WH01,DHL,2023-03-15,10.0,9.0,Early,255.53,167.51,3307
SHP002150,ORD002150,WH06,USPS,2024-12-04,14.0,14.0,On Time,269.72,171.71,3879
SHP002151,ORD002151,WH05,Amazon Logistics,2023-09-18,,7.0,On Time,158.92,181.14,3778
SHP002152,ORD002152,WH04,FedEx,2023-12-22,13.0,11.0,Early,188.97,181.24,1076
SHP002153,ORD002153,WH01,XPO Freight,2024-08-04,3.0,3.0,On Time,174.63,174.1,4294
SHP002154,ORD002154,WH07,DHL,2024-08-24,9.0,9.0,On Time,90.18,23.52,2033
SHP002155,ORD002155,WH04,FedEx,2023-09-17,8.0,8.0,On Time,132.64,61.73,3139
SHP002156,ORD002156,WH03,USPS,2024-09-29,8.0,8.0,On Time,300.09,6.44,2438
SHP002157,ORD002157,WH07,Amazon Logistics,2023-10-22,4.0,12.0,Late,328.29,75.43,3958
SHP002158,ORD002158,WH02,XPO Freight,2024-10-02,5.0,10.0,Late,181.67,155.75,3953
SHP002159,ORD002159,WH10,Amazon Logistics,2023-11-09,6.0,6.0,On Time,296.9,48.59,2921
SHP002160,ORD002160,WH01,DHL,2024-09-03,5.0,9.0,Late,87.53,47.66,3128
SHP002161,ORD002161,WH04,XPO Freight,2023-07-01,4.0,1.0,Early,84.61,9.94,2825
SHP002162,ORD002162,WH08,USPS,2024-11-16,5.0,5.0,On Time,223.48,118.09,643
SHP002163,ORD002163,WH06,XPO Freight,2023-12-30,8.0,8.0,On Time,258.08,140.54,4037
SHP002164,ORD002164,WH09,UPS,2023-07-07,11.0,11.0,On Time,155.25,10.25,388
SHP002165,ORD002165,WH01,DHL,2024-07-22,6.0,6.0,On Time,320.94,79.19,3706
SHP002166,ORD002166,WH01,XPO Freight,2024-06-26,8.0,8.0,On Time,250.03,122.42,3164
SHP002167,ORD002167,WH05,FedEx,2024-08-18,3.0,3.0,On Time,298.56,180.59,1846
SHP002168,ORD002168,WH06,XPO Freight,2024-10-25,14.0,14.0,On Time,133.6,30.2,4072
SHP002169,ORD002169,WH08,USPS,2024-07-01,8.0,8.0,On Time,236.42,141.68,2608
SHP002170,ORD002170,WH03,XPO Freight,2024-12-25,14.0,14.0,On Time,13296.745023418041,52.2,928
SHP002171,ORD002171,WH06,FedEx,2024-02-12,5.0,5.0,Cancelled,286.92,113.05,4847
SHP002172,ORD002172,WH03,UPS,2024-09-09,11.0,11.0,On Time,99.87,134.74,1833
SHP002173,ORD002173,WH08,UPS,2024-02-18,,7.0,On Time,251.48,1.97,1661
SHP002174,ORD002174,WH04,DHL,2023-12-08,,7.0,On Time,108.35,32.05,4795
SHP002175,ORD002175,WH02,FedEx,2023-08-08,6.0,,On Time,310.86,140.09,1172
SHP002176,ORD002176,WH09,FedEx,2023-06-12,13.0,13.0,On Time,184.36,39.66,1179
SHP002177,ORD002177,WH10,FedEx,2023-08-08,8.0,8.0,On Time,100.1,162.7,174
SHP002178,ORD002178,WH08,UPS,2023-09-27,9.0,9.0,On Time,305.42,143.06,2896
SHP002179,ORD002179,WH06,XPO Freight,2024-09-23,4.0,4.0,On Time,183.78,169.2,3325
SHP002180,ORD002180,WH03,XPO Freight,2024-02-04,12.0,12.0,On Time,106.29,143.44,4421
SHP002181,ORD002181,WH02,FedEx,2023-07-01,8.0,8.0,On Time,16633.746495480387,137.24,2468
SHP002182,ORD002182,WH04,USPS,2024-09-09,10.0,8.0,Early,140.6,167.85,1532
SHP002183,ORD002183,WH04,DHL,2024-12-29,14.0,20.0,Late,274.23,84.3,4821
SHP002184,ORD002184,WH01,FedEx,2023-07-24,,7.0,On Time,193.96,178.43,2426
SHP002185,ORD002185,WH09,UPS,2024-08-04,4.0,2.0,Early,170.86,197.28,1463
SHP002186,ORD002186,WH10,FedEx,2024-07-09,6.0,6.0,On Time,87.15,152.1,693
SHP002187,ORD002187,WH08,Amazon Logistics,2023-08-16,3.0,3.0,On Time,240.23,49.5,3973
SHP002188,ORD002188,WH07,DHL,2024-11-26,9.0,9.0,On Time,136.36,85.84,4519
SHP002189,ORD002189,WH06,DHL,2024-09-10,10.0,10.0,On Time,173.63,83.13,2835
SHP002190,ORD002190,WH03,USPS,2024-08-18,,7.0,On Time,204.24,105.3,1509
SHP002191,ORD002191,WH04,Amazon Logistics,2023-09-07,4.0,4.0,On Time,245.5,136.64,2836
SHP002192,ORD002192,WH02,FedEx,2024-03-16,,7.0,Cancelled,39.0,2.69,3376
SHP002193,ORD002193,WH07,USPS,2024-06-16,7.0,4.0,Early,41.55,42.74,1377
SHP002194,ORD002194,WH02,DHL,2023-07-15,13.0,18.0,Late,144.24,127.48,4044
SHP002195,ORD002195,WH10,UPS,2024-11-20,10.0,10.0,On Time,336.08,69.04,538
SHP002196,ORD002196,WH01,Amazon Logistics,2024-06-02,13.0,13.0,On Time,329.05,45.96,1703
SHP002197,ORD002197,WH06,UPS,2023-03-11,,7.0,On Time,236.34,142.47,2782
SHP002198,ORD002198,WH04,DHL,2024-09-30,7.0,,On Time,58.43,166.09,912
SHP002199,ORD002199,WH08,DHL,2024-02-03,,7.0,On Time,244.59,182.39,3829
SHP002200,ORD002200,WH01,DHL,2024-11-02,8.0,8.0,On Time,313.42,178.19,3012
